"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content","ash.content.units","consumption.for.eg","consumption.for.eg.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto","consumption.uto.units","consumption.uto.btu","consumption.uto.btu.units","cost","cost.units","cost.per.btu","cost.per.btu.units","generation","generation.units","heat.content","heat.content.units","receipts","receipts.units","receipts.btu","receipts.btu.units","stocks","stocks.units","sulfur.content","sulfur.content.units","total.consumption","total.consumption.units","total.consumption.btu","total.consumption.btu.units"
"2021-06","CA","California",98,"Electric Power","NG","natural gas",0,"percent",56578.987,"thousand Mcf",58.28083,"million MMBtu",2114.074,"thousand Mcf",2.17465,"million MMBtu",4.74,"dollars per Mcf",4.6151,"dollars per million Btu",7567.88205,"thousand megawatthours",1.03,"Btu per Mcf",60156.902,"thousand Mcf",61909.48727,"billion Btu",NA,"thousand Mcf",0,"percent",58693.061,"thousand Mcf",60.45547,"million MMBtu"
"2021-06","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",61.73186,"million MMBtu",0,"thousand physical units",0.33921,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",6799.13095,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",62.07108,"million MMBtu"
"2021-06","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",15.54812,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1758.24122,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",15.54812,"million MMBtu"
"2021-05","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",64.99628,"million MMBtu",0,"thousand physical units",0.36085,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",7168.23522,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",65.35714,"million MMBtu"
"2021-05","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",17.94278,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2029.03746,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",17.94278,"million MMBtu"
"2021-05","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",34.40819,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",3891.01024,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",34.40819,"million MMBtu"
"2021-05","CA","California",98,"Electric Power","NG","natural gas",0,"percent",37496.865,"thousand Mcf",38.55358,"million MMBtu",1832.773,"thousand Mcf",1.88611,"million MMBtu",NA,"dollars per Mcf",NA,"dollars per million Btu",5169.65862,"thousand megawatthours",1.0282,"Btu per Mcf",34113.562,"thousand Mcf",34970.70234,"billion Btu",NA,"thousand Mcf",0,"percent",39329.638,"thousand Mcf",40.43969,"million MMBtu"
"2021-04","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",59.89709,"million MMBtu",0,"thousand physical units",0.28467,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",6599.32186,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",60.18177,"million MMBtu"
"2021-04","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",16.16655,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1828.17451,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",16.16655,"million MMBtu"
"2021-04","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",31.5799,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",3571.17428,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",31.5799,"million MMBtu"
"2021-04","CA","California",98,"Electric Power","NG","natural gas",0,"percent",37402.348,"thousand Mcf",38.52852,"million MMBtu",1660.902,"thousand Mcf",1.70978,"million MMBtu",3.78,"dollars per Mcf",3.6934,"dollars per million Btu",5099.64148,"thousand megawatthours",1.0301,"Btu per Mcf",32601.389,"thousand Mcf",33501.65163,"billion Btu",NA,"thousand Mcf",0,"percent",39063.25,"thousand Mcf",40.2383,"million MMBtu"
"2021-03","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",49.4601,"million MMBtu",0,"thousand physical units",0.36244,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",5410.57466,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",49.82254,"million MMBtu"
"2021-03","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",11.73997,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1327.6004,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",11.73997,"million MMBtu"
"2021-03","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",25.18152,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2847.62433,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",25.18152,"million MMBtu"
"2021-03","CA","California",98,"Electric Power","NG","natural gas",0,"percent",39872.691,"thousand Mcf",41.1865,"million MMBtu",1776.794,"thousand Mcf",1.82848,"million MMBtu",3.94,"dollars per Mcf",3.8363,"dollars per million Btu",5522.48279,"thousand megawatthours",1.0328,"Btu per Mcf",35426.268,"thousand Mcf",36512.51816,"billion Btu",NA,"thousand Mcf",0,"percent",41649.485,"thousand Mcf",43.01497,"million MMBtu"
"2021-02","CA","California",98,"Electric Power","NG","natural gas",0,"percent",37836.278,"thousand Mcf",39.14546,"million MMBtu",1483.603,"thousand Mcf",1.52747,"million MMBtu",5.75,"dollars per Mcf",5.5876,"dollars per million Btu",5234.97359,"thousand megawatthours",1.0344,"Btu per Mcf",35167.272,"thousand Mcf",36310.28591,"billion Btu",NA,"thousand Mcf",0,"percent",39319.881,"thousand Mcf",40.67293,"million MMBtu"
"2021-02","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",41.68106,"million MMBtu",0,"thousand physical units",0.35833,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",4534.46079,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",42.03939,"million MMBtu"
"2021-02","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",9.68963,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1095.74009,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",9.68963,"million MMBtu"
"2021-02","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",19.52829,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2208.33332,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",19.52829,"million MMBtu"
"2021-01","CA","California",98,"Electric Power","NG","natural gas",0,"percent",43528.075,"thousand Mcf",45.00462,"million MMBtu",1731.718,"thousand Mcf",1.78509,"million MMBtu",3.99,"dollars per Mcf",3.8827,"dollars per million Btu",6097.9387,"thousand megawatthours",1.0338,"Btu per Mcf",39888.544,"thousand Mcf",41099.72636,"billion Btu",NA,"thousand Mcf",0,"percent",45259.793,"thousand Mcf",46.78971,"million MMBtu"
"2021-01","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",34.49648,"million MMBtu",0,"thousand physical units",0.37171,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",3707.72653,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",34.86819,"million MMBtu"
"2021-01","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",6.61221,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",747.7338,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",6.61221,"million MMBtu"
"2021-01","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",14.81229,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1675.03003,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",14.81229,"million MMBtu"
"2020-12","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",13.52454,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1541.60927,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",13.52454,"million MMBtu"
"2020-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",55661.116,"thousand Mcf",57.64918,"million MMBtu",1610.519,"thousand Mcf",1.66245,"million MMBtu",4.14,"dollars per Mcf",4.0077,"dollars per million Btu",7722.87768,"thousand megawatthours",1.0356,"Btu per Mcf",51123.375,"thousand Mcf",52879.22127,"billion Btu",NA,"thousand Mcf",0,"percent",57271.635,"thousand Mcf",59.31163,"million MMBtu"
"2020-12","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",32.61814,"million MMBtu",0,"thousand physical units",0.4589,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",3524.63084,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",33.07704,"million MMBtu"
"2020-12","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",5.71622,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",651.56971,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",5.71622,"million MMBtu"
"2020-11","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",16.873,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1923.28614,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",16.873,"million MMBtu"
"2020-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",50274.733,"thousand Mcf",51.99227,"million MMBtu",1539.683,"thousand Mcf",1.59081,"million MMBtu",4.14,"dollars per Mcf",4.0218,"dollars per million Btu",6924.96851,"thousand megawatthours",1.0341,"Btu per Mcf",47195.939,"thousand Mcf",48722.46845,"billion Btu",NA,"thousand Mcf",0,"percent",51814.416,"thousand Mcf",53.58309,"million MMBtu"
"2020-11","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",35.31489,"million MMBtu",0,"thousand physical units",0.38607,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",3875.29809,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",35.70096,"million MMBtu"
"2020-11","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",5.8197,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",663.36421,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",5.8197,"million MMBtu"
"2020-10","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",39.9415,"million MMBtu",0,"thousand physical units",0.34415,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",4371.46517,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",40.28565,"million MMBtu"
"2020-10","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",7.61161,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",867.61709,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",7.61161,"million MMBtu"
"2020-10","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",20.00907,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2280.75563,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",20.00907,"million MMBtu"
"2020-10","CA","California",98,"Electric Power","NG","natural gas",0,"percent",67919.717,"thousand Mcf",70.01449,"million MMBtu",2113.775,"thousand Mcf",2.18419,"million MMBtu",3.73,"dollars per Mcf",3.6338,"dollars per million Btu",9145.17002,"thousand megawatthours",1.0309,"Btu per Mcf",63471.122,"thousand Mcf",65360.53764,"billion Btu",NA,"thousand Mcf",0,"percent",70033.492,"thousand Mcf",72.19867,"million MMBtu"
"2020-09","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",21.75412,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2479.66706,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",21.75412,"million MMBtu"
"2020-09","CA","California",98,"Electric Power","NG","natural gas",0,"percent",65021.141,"thousand Mcf",66.90281,"million MMBtu",2734.089,"thousand Mcf",2.81773,"million MMBtu",3.92,"dollars per Mcf",3.8251,"dollars per million Btu",8624.10838,"thousand megawatthours",1.029,"Btu per Mcf",61013.196,"thousand Mcf",62691.26386,"billion Btu",NA,"thousand Mcf",0,"percent",67755.23,"thousand Mcf",69.72055,"million MMBtu"
"2020-09","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",41.95425,"million MMBtu",0,"thousand physical units",0.32978,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",4582.08724,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",NA,"thousand physical units",0,"percent",0,"thousand physical units",42.28403,"million MMBtu"
