"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content","ash.content.units","consumption.for.eg","consumption.for.eg.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto","consumption.uto.units","consumption.uto.btu","consumption.uto.btu.units","cost","cost.units","cost.per.btu","cost.per.btu.units","generation","generation.units","heat.content","heat.content.units","receipts","receipts.units","receipts.btu","receipts.btu.units","stocks","stocks.units","sulfur.content","sulfur.content.units","total.consumption","total.consumption.units","total.consumption.btu","total.consumption.btu.units"
"2010-12","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",20.10525,"million MMBtu",0,"thousand physical units",0.14373,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1828.04416,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",20.24898,"million MMBtu"
"2010-12","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",3.1573,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",323.62619,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",3.1573,"million MMBtu"
"2010-12","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.12141,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",12.44426,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.12141,"million MMBtu"
"2010-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",55698.262,"thousand Mcf",57.10932,"million MMBtu",4599.166,"thousand Mcf",4.73576,"million MMBtu",4.92,"dollars per Mcf",4.8071,"dollars per million Btu",7646.95379,"thousand megawatthours",1.0257,"Btu per Mcf",63603.685,"thousand Mcf",65114.59525,"billion Btu",0,"thousand Mcf",0,"percent",60297.428,"thousand Mcf",61.84508,"million MMBtu"
"2010-11","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.32612,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",33.42726,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.32612,"million MMBtu"
"2010-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",61104.533,"thousand Mcf",62.64939,"million MMBtu",3839.216,"thousand Mcf",3.96346,"million MMBtu",4.36,"dollars per Mcf",4.2534,"dollars per million Btu",8263.87598,"thousand megawatthours",1.0257,"Btu per Mcf",67665.067,"thousand Mcf",69290.70594,"billion Btu",0,"thousand Mcf",0,"percent",64943.749,"thousand Mcf",66.61285,"million MMBtu"
"2010-11","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",19.75694,"million MMBtu",0,"thousand physical units",0.12699,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1787.61907,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",19.88393,"million MMBtu"
"2010-11","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",2.97095,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",304.52582,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",2.97095,"million MMBtu"
"2010-10","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.37519,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",38.45739,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.37519,"million MMBtu"
"2010-10","CA","California",98,"Electric Power","NG","natural gas",0,"percent",72181.447,"thousand Mcf",74.01067,"million MMBtu",4720.909,"thousand Mcf",4.86965,"million MMBtu",4.32,"dollars per Mcf",4.2168,"dollars per million Btu",9862.94177,"thousand megawatthours",1.0257,"Btu per Mcf",79753.683,"thousand Mcf",81657.12056,"billion Btu",0,"thousand Mcf",0,"percent",76902.356,"thousand Mcf",78.88031,"million MMBtu"
"2010-10","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",19.97274,"million MMBtu",0,"thousand physical units",0.10733,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1810.34003,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",20.08007,"million MMBtu"
"2010-10","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",3.62577,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",371.64483,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",3.62577,"million MMBtu"
"2010-09","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.83684,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",85.77632,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.83684,"million MMBtu"
"2010-09","CA","California",98,"Electric Power","NG","natural gas",0,"percent",65215.458,"thousand Mcf",66.96992,"million MMBtu",4536.739,"thousand Mcf",4.67977,"million MMBtu",4.33,"dollars per Mcf",4.2257,"dollars per million Btu",8617.92518,"thousand megawatthours",1.0272,"Btu per Mcf",71789.249,"thousand Mcf",73608.47248,"billion Btu",0,"thousand Mcf",0,"percent",69752.197,"thousand Mcf",71.64969,"million MMBtu"
"2010-09","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",23.0421,"million MMBtu",0,"thousand physical units",0.07594,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2110.45913,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",23.11803,"million MMBtu"
"2010-09","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",5.37461,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",550.90245,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",5.37461,"million MMBtu"
"2010-08","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",7.13589,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",731.43549,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",7.13589,"million MMBtu"
"2010-08","CA","California",98,"Electric Power","NG","natural gas",0,"percent",71454.393,"thousand Mcf",73.35031,"million MMBtu",4820.187,"thousand Mcf",4.96944,"million MMBtu",4.66,"dollars per Mcf",4.5443,"dollars per million Btu",9427.73359,"thousand megawatthours",1.0268,"Btu per Mcf",79117.721,"thousand Mcf",81141.23335,"billion Btu",0,"thousand Mcf",0,"percent",76274.58,"thousand Mcf",78.31975,"million MMBtu"
"2010-08","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",25.80405,"million MMBtu",0,"thousand physical units",0.05479,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2368.53832,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",25.85885,"million MMBtu"
"2010-08","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",1.01732,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",104.27665,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",1.01732,"million MMBtu"
"2010-07","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",1.13434,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",116.27091,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",1.13434,"million MMBtu"
"2010-07","CA","California",98,"Electric Power","NG","natural gas",0,"percent",59595.465,"thousand Mcf",61.2142,"million MMBtu",4455.413,"thousand Mcf",4.59181,"million MMBtu",5,"dollars per Mcf",4.8717,"dollars per million Btu",7850.39489,"thousand megawatthours",1.0274,"Btu per Mcf",65800.514,"thousand Mcf",67486.47899,"billion Btu",0,"thousand Mcf",0,"percent",64050.878,"thousand Mcf",65.80601,"million MMBtu"
"2010-07","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",27.65318,"million MMBtu",0,"thousand physical units",0.05697,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2567.4455,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",27.71015,"million MMBtu"
"2010-07","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",9.02527,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",925.09969,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",9.02527,"million MMBtu"
"2010-06","CA","California",98,"Electric Power","NG","natural gas",0,"percent",33415.016,"thousand Mcf",34.237,"million MMBtu",3669.693,"thousand Mcf",3.77764,"million MMBtu",4.9,"dollars per Mcf",4.7913,"dollars per million Btu",4474.1029,"thousand megawatthours",1.0251,"Btu per Mcf",39136.626,"thousand Mcf",40004.50155,"billion Btu",0,"thousand Mcf",0,"percent",37084.709,"thousand Mcf",38.01464,"million MMBtu"
"2010-06","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",8.46273,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",867.4381,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",8.46273,"million MMBtu"
"2010-06","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",1.17774,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",120.71968,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",1.17774,"million MMBtu"
"2010-06","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",26.50165,"million MMBtu",0,"thousand physical units",0.07712,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2458.19252,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",26.57876,"million MMBtu"
"2010-05","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",1.03186,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",105.76663,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",1.03186,"million MMBtu"
"2010-05","CA","California",98,"Electric Power","NG","natural gas",0,"percent",35618.812,"thousand Mcf",36.52651,"million MMBtu",3617.179,"thousand Mcf",3.72661,"million MMBtu",NA,"dollars per Mcf",NA,"dollars per million Btu",4875.99463,"thousand megawatthours",1.0259,"Btu per Mcf",41545.684,"thousand Mcf",42530.88114,"billion Btu",0,"thousand Mcf",0,"percent",39235.991,"thousand Mcf",40.25312,"million MMBtu"
"2010-05","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",23.88581,"million MMBtu",0,"thousand physical units",0.03599,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2203.39884,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",23.9218,"million MMBtu"
"2010-05","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",6.72083,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",688.89232,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",6.72083,"million MMBtu"
"2010-04","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.73345,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",75.17941,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.73345,"million MMBtu"
"2010-04","CA","California",98,"Electric Power","NG","natural gas",0,"percent",50658.677,"thousand Mcf",51.94516,"million MMBtu",4062.201,"thousand Mcf",4.18721,"million MMBtu",4.77,"dollars per Mcf",4.6536,"dollars per million Btu",6987.09307,"thousand megawatthours",1.0258,"Btu per Mcf",56660.287,"thousand Mcf",58051.01998,"billion Btu",0,"thousand Mcf",0,"percent",54720.878,"thousand Mcf",56.13236,"million MMBtu"
"2010-04","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",21.83265,"million MMBtu",0,"thousand physical units",0.09604,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2004.43201,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",21.92869,"million MMBtu"
"2010-04","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",5.32357,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",545.67116,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",5.32357,"million MMBtu"
"2010-03","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",21.31568,"million MMBtu",0,"thousand physical units",0.0159,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1926.0372,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",21.33158,"million MMBtu"
"2010-03","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",3.88874,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",398.60011,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",3.88874,"million MMBtu"
"2010-03","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.49316,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",50.54902,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.49316,"million MMBtu"
"2010-03","CA","California",98,"Electric Power","NG","natural gas",0,"percent",61232.326,"thousand Mcf",62.82329,"million MMBtu",4276.593,"thousand Mcf",4.41047,"million MMBtu",5.37,"dollars per Mcf",5.2404,"dollars per million Btu",8409.67866,"thousand megawatthours",1.0263,"Btu per Mcf",67677.252,"thousand Mcf",69336.64909,"billion Btu",0,"thousand Mcf",0,"percent",65508.919,"thousand Mcf",67.23376,"million MMBtu"
"2010-02","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.19881,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",20.37771,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.19881,"million MMBtu"
"2010-02","CA","California",98,"Electric Power","NG","natural gas",0,"percent",56741.772,"thousand Mcf",58.10988,"million MMBtu",3995.053,"thousand Mcf",4.11908,"million MMBtu",6.08,"dollars per Mcf",5.9393,"dollars per million Btu",7916.00752,"thousand megawatthours",1.0246,"Btu per Mcf",62259.849,"thousand Mcf",63685.9797,"billion Btu",0,"thousand Mcf",0,"percent",60736.825,"thousand Mcf",62.22896,"million MMBtu"
"2010-02","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",18.643,"million MMBtu",0,"thousand physical units",0.10521,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1626.12619,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",18.74821,"million MMBtu"
"2010-02","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",2.1527,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",220.6534,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",2.1527,"million MMBtu"
"2010-01","CA","California",98,"Electric Power","NG","natural gas",0,"percent",61914.707,"thousand Mcf",63.53568,"million MMBtu",4668.437,"thousand Mcf",4.81222,"million MMBtu",6.49,"dollars per Mcf",6.3294,"dollars per million Btu",8590.37889,"thousand megawatthours",1.0265,"Btu per Mcf",68777.381,"thousand Mcf",70477.69942,"billion Btu",0,"thousand Mcf",0,"percent",66583.144,"thousand Mcf",68.34789,"million MMBtu"
"2010-01","CA","California",98,"Electric Power","WND","wind",0,"percent",0,"thousand physical units",1.46479,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",150.14245,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",1.46479,"million MMBtu"
"2010-01","CA","California",98,"Electric Power","SUN","solar",0,"percent",0,"thousand physical units",0.021,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",0,"dollars per million Btu",2.1517,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",0.021,"million MMBtu"
"2010-01","CA","California",98,"Electric Power","AOR","all renewables",0,"percent",0,"thousand physical units",19.19655,"million MMBtu",0,"thousand physical units",0.11329,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1688.41865,"thousand megawatthours",0,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",0,"percent",0,"thousand physical units",19.30984,"million MMBtu"
"2009-12","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",32.59597,"million MMBtu",0,"thousand physical units",0.09839,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1774.18437,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",32.69436,"million MMBtu"
"2009-12","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",1.66296,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",170.38561,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",1.66296,"million MMBtu"
"2009-12","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.11902,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",12.19462,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.11902,"million MMBtu"
"2009-12","CA","California",98,"Electric Power","NG","natural gas",0,"percent",67279.992,"thousand Mcf",68.87732,"million MMBtu",5325.648,"thousand Mcf",5.4884,"million MMBtu",5.88,"dollars per Mcf",5.7236,"dollars per million Btu",9236.801,"thousand megawatthours",1.0242,"Btu per Mcf",74064.267,"thousand Mcf",76091.45746,"billion Btu",0,"thousand Mcf",0,"percent",72605.64,"thousand Mcf",74.36571,"million MMBtu"
"2009-11","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",31.37347,"million MMBtu",0,"thousand physical units",0.07217,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1734.07303,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",31.44564,"million MMBtu"
"2009-11","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.24691,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",25.29835,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.24691,"million MMBtu"
"2009-11","CA","California",98,"Electric Power","NG","natural gas",0,"percent",58625.222,"thousand Mcf",60.03285,"million MMBtu",4890.033,"thousand Mcf",5.03839,"million MMBtu",5.01,"dollars per Mcf",4.8907,"dollars per million Btu",8001.34222,"thousand megawatthours",1.0245,"Btu per Mcf",64673.932,"thousand Mcf",66263.98994,"billion Btu",0,"thousand Mcf",0,"percent",63515.255,"thousand Mcf",65.07124,"million MMBtu"
"2009-11","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",2.29755,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",235.40421,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",2.29755,"million MMBtu"
"2009-10","CA","California",98,"Electric Power","NG","natural gas",0,"percent",66089.9,"thousand Mcf",67.76567,"million MMBtu",5164.918,"thousand Mcf",5.32072,"million MMBtu",4.78,"dollars per Mcf",4.6682,"dollars per million Btu",8825.24387,"thousand megawatthours",1.0257,"Btu per Mcf",79995.021,"thousand Mcf",81936.97864,"billion Btu",0,"thousand Mcf",0,"percent",71254.818,"thousand Mcf",73.08639,"million MMBtu"
"2009-10","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.40593,"million MMBtu",0,"thousand physical units",0.07877,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",1934.92574,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.4847,"million MMBtu"
"2009-10","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",3.96183,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",405.92479,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",3.96183,"million MMBtu"
"2009-10","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.45532,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",46.65201,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.45532,"million MMBtu"
"2009-09","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",33.77526,"million MMBtu",0,"thousand physical units",0.07685,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2020.76329,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",33.85211,"million MMBtu"
"2009-09","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",4.6817,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",479.68181,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",4.6817,"million MMBtu"
"2009-09","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.67781,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",69.44768,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.67781,"million MMBtu"
"2009-09","CA","California",98,"Electric Power","NG","natural gas",0,"percent",90545.08,"thousand Mcf",92.88435,"million MMBtu",5820.463,"thousand Mcf",5.99773,"million MMBtu",3.77,"dollars per Mcf",3.6786,"dollars per million Btu",11410.38254,"thousand megawatthours",1.0261,"Btu per Mcf",97953.289,"thousand Mcf",100457.41468,"billion Btu",0,"thousand Mcf",0,"percent",96365.543,"thousand Mcf",98.88208,"million MMBtu"
"2009-08","CA","California",98,"Electric Power","NG","natural gas",0,"percent",83336.226,"thousand Mcf",85.49014,"million MMBtu",5779.22,"thousand Mcf",5.9555,"million MMBtu",3.93,"dollars per Mcf",3.8307,"dollars per million Btu",10870.70384,"thousand megawatthours",1.0261,"Btu per Mcf",90632.839,"thousand Mcf",92983.42447,"billion Btu",0,"thousand Mcf",0,"percent",89115.446,"thousand Mcf",91.44564,"million MMBtu"
"2009-08","CA","California",98,"Electric Power","WND","wind",NA,"percent",0,"thousand physical units",6.62235,"million MMBtu",0,"thousand physical units",0,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",678.51882,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",6.62235,"million MMBtu"
"2009-08","CA","California",98,"Electric Power","SUN","solar",NA,"percent",0,"thousand physical units",0.83719,"million MMBtu",0,"thousand physical units",0,"million MMBtu",0,"dollars per physical units",NA,"dollars per million Btu",85.77761,"thousand megawatthours",NA,"Btu per physical units",0,"thousand physical units",0,"billion Btu",0,"thousand physical units",NA,"percent",0,"thousand physical units",0.83719,"million MMBtu"
"2009-08","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",36.87116,"million MMBtu",0,"thousand physical units",0.07112,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2289.18499,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",36.94228,"million MMBtu"
"2009-07","CA","California",98,"Electric Power","AOR","all renewables",NA,"percent",0,"thousand physical units",39.40006,"million MMBtu",0,"thousand physical units",0.09348,"million MMBtu",NA,"dollars per physical units",NA,"dollars per million Btu",2535.34869,"thousand megawatthours",NA,"Btu per physical units",NA,"thousand physical units",NA,"billion Btu",NA,"thousand physical units",NA,"percent",0,"thousand physical units",39.49353,"million MMBtu"
