"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto.btu","consumption.uto.btu.units","generation","generation.units","total.consumption.btu","total.consumption.btu.units","consumption_gwh","ratio"
2005-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",50.09226,"million MMBtu",5.96443,"million MMBtu",6417.57043,"thousand megawatthours",56.05669,"million MMBtu",16386.0537854429,2.55331109555783
2005-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.36596,"million MMBtu",0,"million MMBtu",36.6,"thousand megawatthours",0.36596,"million MMBtu",106.974568839521,2.92280242730931
2005-10-01,"CA","California",98,"Electric Power","WND","wind","percent",3.22145,"million MMBtu",0,"million MMBtu",322.17748,"thousand megawatthours",3.22145,"million MMBtu",941.669102601578,2.9228272025766
2005-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.47048,"million MMBtu",0.08069,"million MMBtu",1908.58989,"thousand megawatthours",33.55117,"million MMBtu",9807.41596024554,5.13856644197436
2005-09-01,"CA","California",98,"Electric Power","WND","wind","percent",4.04134,"million MMBtu",0,"million MMBtu",404.17438,"thousand megawatthours",4.04134,"million MMBtu",1181.33294358375,2.92282985275748
2005-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.59851,"million MMBtu",0,"million MMBtu",59.857,"thousand megawatthours",0.59851,"million MMBtu",174.951768488746,2.9228288836518
2005-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",56.27764,"million MMBtu",6.58711,"million MMBtu",7163.44898,"thousand megawatthours",62.86475,"million MMBtu",18376.132709734,2.56526329161264
2005-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.7451,"million MMBtu",0,"million MMBtu",74.517,"thousand megawatthours",0.7451,"million MMBtu",217.801812335574,2.92284730109337
2005-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",81.69669,"million MMBtu",7.77383,"million MMBtu",9949.75597,"thousand megawatthours",89.47051,"million MMBtu",26153.3206664718,2.62853890540913
2005-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.29425,"million MMBtu",0.12527,"million MMBtu",1966.78271,"thousand megawatthours",34.41952,"million MMBtu",10061.2452499269,5.11558556965702
2005-08-01,"CA","California",98,"Electric Power","WND","wind","percent",3.84393,"million MMBtu",0,"million MMBtu",384.43107,"thousand megawatthours",3.84393,"million MMBtu",1123.62759427068,2.92283241900994
2005-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.70777,"million MMBtu",0,"million MMBtu",70.784,"thousand megawatthours",0.70777,"million MMBtu",206.889798304589,2.92283281962858
2005-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",81.03207,"million MMBtu",7.74331,"million MMBtu",9680.31987,"thousand megawatthours",88.77538,"million MMBtu",25950.1256942414,2.68070952641376
2005-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.72406,"million MMBtu",0.08503,"million MMBtu",2092.90051,"thousand megawatthours",35.80909,"million MMBtu",10467.4334989769,5.00140042441717
2005-07-01,"CA","California",98,"Electric Power","WND","wind","percent",4.97096,"million MMBtu",0,"million MMBtu",497.14587,"thousand megawatthours",4.97096,"million MMBtu",1453.07220111079,2.92282866819508
2005-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.86907,"million MMBtu",0,"million MMBtu",86.916,"thousand megawatthours",0.86907,"million MMBtu",254.039754457761,2.92281921001612
2005-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.29507,"million MMBtu",0.09147,"million MMBtu",2169.23004,"thousand megawatthours",36.38654,"million MMBtu",10636.2291727565,4.90322786271045
2005-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",43.53614,"million MMBtu",6.77746,"million MMBtu",5422.80596,"thousand megawatthours",50.3136,"million MMBtu",14707.2785735165,2.71211595657325
2005-06-01,"CA","California",98,"Electric Power","WND","wind","percent",5.8368,"million MMBtu",0,"million MMBtu",583.73837,"thousand megawatthours",5.8368,"million MMBtu",1706.16778719673,2.92282960120769
2005-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.70207,"million MMBtu",0.09416,"million MMBtu",2110.73855,"thousand megawatthours",35.79623,"million MMBtu",10463.674364221,4.95735218567027
2005-05-01,"CA","California",98,"Electric Power","WND","wind","percent",5.51139,"million MMBtu",0,"million MMBtu",551.19419,"thousand megawatthours",5.51139,"million MMBtu",1611.04647763812,2.92282920768471
2005-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.79572,"million MMBtu",0,"million MMBtu",79.58034,"thousand megawatthours",0.79572,"million MMBtu",232.598655363929,2.92281555172959
2005-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",41.98465,"million MMBtu",6.20821,"million MMBtu",5103.92354,"thousand megawatthours",48.19287,"million MMBtu",14087.3633440514,2.76010469860045
2005-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",39.52654,"million MMBtu",5.96628,"million MMBtu",5094.03517,"thousand megawatthours",45.49282,"million MMBtu",13298.1058170126,2.61052493224395
2005-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.46112,"million MMBtu",0.06386,"million MMBtu",1874.29213,"thousand megawatthours",32.52499,"million MMBtu",9507.45103770827,5.07255559874131
2005-04-01,"CA","California",98,"Electric Power","WND","wind","percent",4.29082,"million MMBtu",0,"million MMBtu",429.12464,"thousand megawatthours",4.29082,"million MMBtu",1254.25898859982,2.92283143797062
2005-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.56876,"million MMBtu",0,"million MMBtu",56.882,"thousand megawatthours",0.56876,"million MMBtu",166.255480853552,2.92281355883323
2005-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.21657,"million MMBtu",0.09562,"million MMBtu",1813.68733,"thousand megawatthours",32.31218,"million MMBtu",9445.24408067816,5.20775765725736
2005-03-01,"CA","California",98,"Electric Power","WND","wind","percent",3.344,"million MMBtu",0,"million MMBtu",334.43305,"thousand megawatthours",3.344,"million MMBtu",977.491961414791,2.92283301968747
2005-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.3701,"million MMBtu",0,"million MMBtu",37.014,"thousand megawatthours",0.3701,"million MMBtu",108.184741303712,2.92280600053256
2005-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",42.98331,"million MMBtu",6.24113,"million MMBtu",5558.00649,"thousand megawatthours",49.22444,"million MMBtu",14388.9038292897,2.58886056631605
2005-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",26.75741,"million MMBtu",0.064,"million MMBtu",1438.97484,"thousand megawatthours",26.82141,"million MMBtu",7840.22508038585,5.44847961371295
2005-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",40.83222,"million MMBtu",5.69061,"million MMBtu",5217.91291,"thousand megawatthours",46.52283,"million MMBtu",13599.1902952353,2.60625091483854
2005-02-01,"CA","California",98,"Electric Power","WND","wind","percent",1.50031,"million MMBtu",0,"million MMBtu",150.04572,"thousand megawatthours",1.50031,"million MMBtu",438.558900906168,2.92283512589475
2005-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.12479,"million MMBtu",0,"million MMBtu",12.48,"thousand megawatthours",0.12479,"million MMBtu",36.4776381175095,2.92288766967224
2005-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",47.855,"million MMBtu",6.26456,"million MMBtu",6031.90377,"thousand megawatthours",54.11956,"million MMBtu",15819.807073955,2.62268890174204
2005-01-01,"CA","California",98,"Electric Power","WND","wind","percent",1.74684,"million MMBtu",0,"million MMBtu",174.70113,"thousand megawatthours",1.74684,"million MMBtu",510.622624963461,2.92283527280826
2005-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.08116,"million MMBtu",0,"million MMBtu",8.117,"thousand megawatthours",0.08116,"million MMBtu",23.7240572931891,2.9227617707514
2005-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.15832,"million MMBtu",0.08802,"million MMBtu",1676.90663,"thousand megawatthours",31.24634,"million MMBtu",9133.68605670856,5.44674694065022
2004-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.47679,"million MMBtu",0.06397,"million MMBtu",1610.16446,"thousand megawatthours",30.54076,"million MMBtu",8927.4364220988,5.54442520865154
2004-12-01,"CA","California",98,"Electric Power","WND","wind","percent",1.17663,"million MMBtu",0,"million MMBtu",117.40461,"thousand megawatthours",1.17663,"million MMBtu",343.943291435253,2.92955524859929
2004-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.07545,"million MMBtu",0,"million MMBtu",7.528,"thousand megawatthours",0.07545,"million MMBtu",22.0549546916106,2.92972299304073
2004-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",56.98488,"million MMBtu",7.0903,"million MMBtu",7048.06585,"thousand megawatthours",64.07518,"million MMBtu",18729.9561531716,2.65746043691853
2004-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",58.32343,"million MMBtu",6.85264,"million MMBtu",7148.70647,"thousand megawatthours",65.17607,"million MMBtu",19051.7597193803,2.66506392440817
2004-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.22753,"million MMBtu",0.07229,"million MMBtu",1603.7866,"thousand megawatthours",30.29982,"million MMBtu",8857.00672318036,5.52255937490708
2004-11-01,"CA","California",98,"Electric Power","WND","wind","percent",1.5557,"million MMBtu",0,"million MMBtu",155.22899,"thousand megawatthours",1.5557,"million MMBtu",454.750073078047,2.92954346400146
2004-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.15073,"million MMBtu",0,"million MMBtu",15.04,"thousand megawatthours",0.15073,"million MMBtu",44.0602163110202,2.9295356589774
2004-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",60.4169,"million MMBtu",6.68719,"million MMBtu",7372.61861,"thousand megawatthours",67.10409,"million MMBtu",19615.3434668226,2.6605666866067
2004-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.58719,"million MMBtu",0.07211,"million MMBtu",1819.66144,"thousand megawatthours",32.6593,"million MMBtu",9546.71148786904,5.24642182222042
2004-10-01,"CA","California",98,"Electric Power","WND","wind","percent",2.59671,"million MMBtu",0,"million MMBtu",259.10058,"thousand megawatthours",2.59671,"million MMBtu",759.04998538439,2.92955726067611
2004-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.33192,"million MMBtu",0,"million MMBtu",33.119,"thousand megawatthours",0.33192,"million MMBtu",97.0242619117217,2.92956496004474
2004-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.60218,"million MMBtu",0,"million MMBtu",60.086,"thousand megawatthours",0.60218,"million MMBtu",176.024554223911,2.92954355796544
2004-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",72.17899,"million MMBtu",7.12601,"million MMBtu",8458.37667,"thousand megawatthours",79.305,"million MMBtu",23181.8181818182,2.74069352622223
2004-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.14843,"million MMBtu",0.06594,"million MMBtu",1861.48192,"thousand megawatthours",32.21438,"million MMBtu",9416.65594855305,5.05868783756603
2004-09-01,"CA","California",98,"Electric Power","WND","wind","percent",3.59352,"million MMBtu",0,"million MMBtu",358.56317,"thousand megawatthours",3.59352,"million MMBtu",1050.42969891844,2.92955268919127
2004-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.73006,"million MMBtu",0,"million MMBtu",72.846,"thousand megawatthours",0.73006,"million MMBtu",213.405437006723,2.9295422810686
2004-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",35.25303,"million MMBtu",0.07067,"million MMBtu",2083.10323,"thousand megawatthours",35.32369,"million MMBtu",10325.5451622333,4.95680915546046
2004-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",76.53287,"million MMBtu",7.35399,"million MMBtu",9200.99012,"thousand megawatthours",83.88687,"million MMBtu",24521.1546331482,2.66505607693753
2004-08-01,"CA","California",98,"Electric Power","WND","wind","percent",4.92745,"million MMBtu",0,"million MMBtu",491.66344,"thousand megawatthours",4.92745,"million MMBtu",1440.3536977492,2.92955217038142
2004-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",36.82772,"million MMBtu",0.06892,"million MMBtu",2213.17764,"thousand megawatthours",36.89664,"million MMBtu",10785.3376205788,4.87323630315494
2004-07-01,"CA","California",98,"Electric Power","WND","wind","percent",5.89431,"million MMBtu",0,"million MMBtu",588.1373,"thousand megawatthours",5.89431,"million MMBtu",1722.97866121017,2.92955175808467
